Tag,Acceptance rate
Hash Table,[0.50746667]
String,[0.51468889]
Depth-First Search,[0.55457778]
Breadth-First Search,[0.55457778]
Union Find,[0.55457778]
Linked List,[0.5557]
Design,[0.5557]
Doubly-Linked List,[0.5557]
Dynamic Programming,[0.56292222]
Backtracking,[0.57848889]
Array,[0.61837778]
Matrix,[0.61837778]
Bit Manipulation,[0.62672222]
