Tag,Acceptance rate
Bit Manipulation,[-12.34275611]
Array,[-11.54311686]
Shell,[-11.10475453]
Two Pointers,[-11.10475453]
Stack,[-11.10475453]
Monotonic Stack,[-11.10475453]
Linked List,[-10.66639219]
Recursion,[-10.66639219]
Dynamic Programming,[-10.30511527]
Greedy,[-9.6428301]
