Tag,Acceptance rate
Sorting,[0.39752008]
Two Pointers,[0.42779217]
Graph,[0.43839967]
Topological Sort,[0.43839967]
Depth-First Search,[0.43839967]
Breadth-First Search,[0.43839967]
Linked List,[0.44535366]
Design,[0.44535366]
Doubly-Linked List,[0.44535366]
Array,[0.45230766]
Hash Table,[0.46986915]
Backtracking,[0.46986915]
Matrix,[0.46986915]
Dynamic Programming,[0.47562576]
Stack,[0.47562576]
Monotonic Stack,[0.47562576]
