Tag,Acceptance rate
Greedy,[0.57378853]
Sorting,[0.57378853]
Heap (Priority Queue),[0.57378853]
String,[0.57960062]
Hash Table,[0.59447289]
Array,[0.60934515]
Depth-First Search,[0.63002951]
Breadth-First Search,[0.63002951]
Matrix,[0.63002951]
