Tag,Acceptance rate
Sliding Window,[0.30418545]
Breadth-First Search,[0.35209346]
Union Find,[0.3783276]
Graph,[0.39467893]
Topological Sort,[0.39467893]
Binary Search,[0.39488287]
Design,[0.39488287]
Segment Tree,[0.39488287]
Ordered Set,[0.39488287]
String,[0.39726232]
Simulation,[0.39840932]
Stack,[0.42020759]
Hash Table,[0.42047155]
Linked List,[0.42091307]
Doubly-Linked List,[0.42091307]
Array,[0.45589217]
Depth-First Search,[0.47059404]
Matrix,[0.49682818]
Backtracking,[0.55563144]
