Tag,Acceptance rate
Bit Manipulation,[-5.6018752]
Array,[-4.80223595]
Shell,[-4.36387361]
Two Pointers,[-4.36387361]
Stack,[-4.36387361]
Monotonic Stack,[-4.36387361]
Linked List,[-3.92551127]
Recursion,[-3.92551127]
Dynamic Programming,[-3.56423436]
Greedy,[-2.90194919]
