No,Title,Acceptance,Difficulty,Frequency,Array,Math,Depth-First Search,Breadth-First Search,Graph,Geometry
2101,Detonate the Maximum Bombs,48.8%,Medium,0.2206713621688206,1,1,1,1,1,1
