No,Title,Link,Tags,Acceptance,Difficulty,Frequency
907,Sum of Subarray Minimums,https://leetcode.com/problems/sum-of-subarray-minimums/description/,[Array][Dynamic Programming][Stack][Monotonic Stack],37.4%,Medium,1.3752850756115214
88,Merge Sorted Array,https://leetcode.com/problems/merge-sorted-array/description/,[Array][Two Pointers][Sorting],49.2%,Easy,1.3752303089787397
847,Shortest Path Visiting All Nodes,https://leetcode.com/problems/shortest-path-visiting-all-nodes/description/,[Dynamic Programming][Bit Manipulation][Breadth-First Search][Graph][Bitmask],65.6%,Hard,1.349926716949016
815,Bus Routes,https://leetcode.com/problems/bus-routes/description/,[Array][Hash Table][Breadth-First Search],48.2%,Hard,1.3440770366239985
49,Group Anagrams,https://leetcode.com/problems/group-anagrams/description/,[Array][Hash Table][String][Sorting],68.2%,Medium,1.303220522586548
1531,String Compression II,https://leetcode.com/problems/string-compression-ii/description/,[String][Dynamic Programming],52.8%,Hard,1.2992829841302609
140,Word Break II,https://leetcode.com/problems/word-break-ii/description/,[Array][Hash Table][String][Dynamic Programming][Backtracking][Trie][Memoization],47.5%,Hard,1.293254329850105
1768,Merge Strings Alternately,https://leetcode.com/problems/merge-strings-alternately/description/,[Two Pointers][String],79.5%,Easy,1.2786720484137415
1063,Number of Valid Subarrays,https://leetcode.com/problems/number-of-valid-subarrays/description/,[Array][Stack][Monotonic Stack],78.3%,Hard,1.252762968495368
1727,Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements/description/,[Array][Greedy][Sorting][Matrix],75.4%,Medium,1.252762968495368
2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses/description/,[Hash Table][String][Greedy][Sorting][Counting],70.9%,Medium,1.252762968495368
1425,Constrained Subsequence Sum,https://leetcode.com/problems/constrained-subsequence-sum/description/,[Array][Dynamic Programming][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],56.7%,Hard,1.2144441041932312
935,Knight Dialer,https://leetcode.com/problems/knight-dialer/description/,[Dynamic Programming],59.9%,Medium,1.209837923778334
5,Longest Palindromic Substring,https://leetcode.com/problems/longest-palindromic-substring/description/,[String][Dynamic Programming],33.7%,Medium,1.209593720551196
2,Add Two Numbers,https://leetcode.com/problems/add-two-numbers/description/,[Linked List][Math][Recursion],42.4%,Medium,1.206625874557668
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/description/,[Dynamic Programming][Prefix Sum],69.0%,Hard,1.1996154989569805
207,Course Schedule,https://leetcode.com/problems/course-schedule/description/,[Depth-First Search][Breadth-First Search][Graph][Topological Sort],46.6%,Medium,1.1783556399556356
3,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters/description/,[Hash Table][String][Sliding Window],34.5%,Medium,1.1444586767935283
812,Largest Triangle Area,https://leetcode.com/problems/largest-triangle-area/description/,[Array][Math][Geometry],60.3%,Easy,1.0698333241180664
875,Koko Eating Bananas,https://leetcode.com/problems/koko-eating-bananas/description/,[Array][Binary Search],49.0%,Medium,1.0202022344184585
22,Generate Parentheses,https://leetcode.com/problems/generate-parentheses/description/,[String][Dynamic Programming][Backtracking],74.2%,Medium,1.017978389726985
11,Container With Most Water,https://leetcode.com/problems/container-with-most-water/description/,[Array][Two Pointers][Greedy],54.9%,Medium,1.013820725054123
994,Rotting Oranges,https://leetcode.com/problems/rotting-oranges/description/,[Array][Breadth-First Search][Matrix],53.9%,Medium,0.9808292530117262
121,Best Time to Buy and Sell Stock,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/description/,[Array][Dynamic Programming],53.5%,Easy,0.9803665256886764
56,Merge Intervals,https://leetcode.com/problems/merge-intervals/description/,[Array][Sorting],47.1%,Medium,0.9725463130153784
1457,Pseudo-Palindromic Paths in a Binary Tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/description/,[Bit Manipulation][Tree][Depth-First Search][Breadth-First Search][Binary Tree],68.5%,Medium,0.9473813189441862
458,Poor Pigs,https://leetcode.com/problems/poor-pigs/description/,[Math][Dynamic Programming][Combinatorics],59.9%,Hard,0.9315582040049436
1239,Maximum Length of a Concatenated String with Unique Characters,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/description/,[Array][String][Backtracking][Bit Manipulation],54.1%,Medium,0.9315582040049436
343,Integer Break,https://leetcode.com/problems/integer-break/description/,[Math][Dynamic Programming],60.2%,Medium,0.9289758914014709
1814,Count Nice Pairs in an Array,https://leetcode.com/problems/count-nice-pairs-in-an-array/description/,[Array][Hash Table][Math][Counting],49.2%,Medium,0.9264088620397396
295,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/description/,[Two Pointers][Design][Sorting][Heap (Priority Queue)][Data Stream],51.8%,Hard,0.9088557533866368
587,Erect the Fence,https://leetcode.com/problems/erect-the-fence/description/,[Array][Math][Geometry],51.9%,Hard,0.9088557533866368
2742,Painting the Walls,https://leetcode.com/problems/painting-the-walls/description/,[Array][Dynamic Programming],51.1%,Hard,0.8967461358011848
128,Longest Consecutive Sequence,https://leetcode.com/problems/longest-consecutive-sequence/description/,[Array][Hash Table][Union Find],47.3%,Medium,0.8873031950009028
2667,Create Hello World Function,https://leetcode.com/problems/create-hello-world-function/description/,nan,80.9%,Easy,0.8725623620466855
1590,Make Sum Divisible by P,https://leetcode.com/problems/make-sum-divisible-by-p/description/,[Array][Hash Table][Prefix Sum],28.9%,Medium,0.8690378470236095
14,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix/description/,[String][Trie],42.4%,Easy,0.8644369338389098
869,Reordered Power of 2,https://leetcode.com/problems/reordered-power-of-2/description/,[Hash Table][Math][Sorting][Counting][Enumeration],62.8%,Medium,0.8472978603872036
23,Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/description/,[Linked List][Divide and Conquer][Heap (Priority Queue)][Merge Sort],52.2%,Hard,0.8407436200567103
150,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation/description/,[Array][Math][Stack],51.0%,Medium,0.8394392737746823
475,Heaters,https://leetcode.com/problems/heaters/description/,[Array][Two Pointers][Binary Search][Sorting],37.6%,Medium,0.8347976976229722
155,Min Stack,https://leetcode.com/problems/min-stack/description/,[Stack][Design],53.8%,Medium,0.8246340008099917
15,3Sum,https://leetcode.com/problems/3sum/description/,[Array][Two Pointers][Sorting],34.2%,Medium,0.8244217316519031
1496,Path Crossing,https://leetcode.com/problems/path-crossing/description/,[Hash Table][String],62.4%,Easy,0.8241754429663495
1044,Longest Duplicate Substring,https://leetcode.com/problems/longest-duplicate-substring/description/,[String][Binary Search][Sliding Window][Rolling Hash][Suffix Array][Hash Function],30.6%,Hard,0.8109302162163288
2861,Maximum Number of Alloys,https://leetcode.com/problems/maximum-number-of-alloys/description/,[Array][Binary Search],37.6%,Medium,0.8109302162163288
36,Valid Sudoku,https://leetcode.com/problems/valid-sudoku/description/,[Array][Hash Table][Matrix],59.3%,Medium,0.8042567342472128
55,Jump Game,https://leetcode.com/problems/jump-game/description/,[Array][Dynamic Programming][Greedy],38.5%,Medium,0.8030814424242575
909,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders/description/,[Array][Breadth-First Search][Matrix],43.8%,Medium,0.7919645976288356
503,Next Greater Element II,https://leetcode.com/problems/next-greater-element-ii/description/,[Array][Stack][Monotonic Stack],63.7%,Medium,0.7849120431121034
287,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number/description/,[Array][Two Pointers][Binary Search][Bit Manipulation],59.4%,Medium,0.7839658545779734
1647,Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique/description/,[Hash Table][String][Greedy][Sorting],61.2%,Medium,0.7812544480702122
729,My Calendar I,https://leetcode.com/problems/my-calendar-i/description/,[Binary Search][Design][Segment Tree][Ordered Set],56.6%,Medium,0.7741883905630712
460,LFU Cache,https://leetcode.com/problems/lfu-cache/description/,[Hash Table][Linked List][Design][Doubly-Linked List],44.0%,Hard,0.7698398013481997
2385,Amount of Time for Binary Tree to Be Infected,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],63.0%,Medium,0.7698398013481997
17,Letter Combinations of a Phone Number,https://leetcode.com/problems/letter-combinations-of-a-phone-number/description/,[Hash Table][String][Backtracking],60.0%,Medium,0.755362192695527
1897,Redistribute Characters to Make All Strings Equal,https://leetcode.com/problems/redistribute-characters-to-make-all-strings-equal/description/,[Hash Table][String][Counting],67.7%,Easy,0.7537718023763802
993,Cousins in Binary Tree,https://leetcode.com/problems/cousins-in-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],55.8%,Easy,0.7435780341868372
606,Construct String from Binary Tree,https://leetcode.com/problems/construct-string-from-binary-tree/description/,[String][Tree][Depth-First Search][Binary Tree],69.0%,Medium,0.7407752295491999
48,Rotate Image,https://leetcode.com/problems/rotate-image/description/,[Array][Math][Matrix],73.8%,Medium,0.7400208655177113
10,Regular Expression Matching,https://leetcode.com/problems/regular-expression-matching/description/,[String][Dynamic Programming][Recursion],28.1%,Hard,0.7385488363392251
118,Pascal's Triangle,https://leetcode.com/problems/pascals-triangle/description/,[Array][Dynamic Programming],73.9%,Easy,0.7383903432907946
84,Largest Rectangle in Histogram,https://leetcode.com/problems/largest-rectangle-in-histogram/description/,[Array][Stack][Monotonic Stack],44.0%,Hard,0.734576365973644
7,Reverse Integer,https://leetcode.com/problems/reverse-integer/description/,[Math],28.4%,Medium,0.7289233537252289
1757,Recyclable and Low Fat Products,https://leetcode.com/problems/recyclable-and-low-fat-products/description/,[Database],89.2%,Easy,0.7271535485451404
20,Valid Parentheses,https://leetcode.com/problems/valid-parentheses/description/,[String][Stack],40.5%,Easy,0.726798283513693
387,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string/description/,[Hash Table][String][Queue][Counting],62.0%,Easy,0.7221347174331976
2904,Shortest and Lexicographically Smallest Beautiful String,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/description/,[String][Sliding Window],37.9%,Medium,0.7191226669632059
53,Maximum Subarray,https://leetcode.com/problems/maximum-subarray/description/,[Array][Divide and Conquer][Dynamic Programming],50.6%,Medium,0.7139961891116962
215,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array/description/,[Array][Divide and Conquer][Sorting][Heap (Priority Queue)][Quickselect],66.8%,Medium,0.7069476860068781
347,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/description/,[Array][Hash Table][Divide and Conquer][Sorting][Heap (Priority Queue)][Bucket Sort][Counting][Quickselect],62.7%,Medium,0.7001080260008576
2038,Remove Colored Pieces if Both Neighbors are the Same Color,https://leetcode.com/problems/remove-colored-pieces-if-both-neighbors-are-the-same-color/description/,[Math][String][Greedy][Game Theory],62.8%,Medium,0.6931471805599453
1658,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero/description/,[Array][Hash Table][Binary Search][Sliding Window][Prefix Sum],39.7%,Medium,0.6563976383512038
300,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence/description/,[Array][Binary Search][Dynamic Programming],55.0%,Medium,0.647343522991433
13,Roman to Integer,https://leetcode.com/problems/roman-to-integer/description/,[Hash Table][Math][String],60.8%,Easy,0.6472959360162669
135,Candy,https://leetcode.com/problems/candy/description/,[Array][Greedy],43.2%,Hard,0.6361178989515811
233,Number of Digit One,https://leetcode.com/problems/number-of-digit-one/description/,[Math][Dynamic Programming][Recursion],34.4%,Hard,0.6325225587435105
227,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii/description/,[Math][String][Stack],43.4%,Medium,0.6220141936970933
1793,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray/description/,[Array][Two Pointers][Binary Search][Stack][Monotonic Stack],64.6%,Hard,0.6157605169445252
2353,Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system/description/,[Hash Table][Design][Heap (Priority Queue)][Ordered Set],45.6%,Medium,0.6157605169445252
202,Happy Number,https://leetcode.com/problems/happy-number/description/,[Hash Table][Math][Two Pointers],55.9%,Easy,0.6099482367049714
1143,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence/description/,[String][Dynamic Programming],57.8%,Medium,0.6089550893395974
468,Validate IP Address,https://leetcode.com/problems/validate-ip-address/description/,[String],26.9%,Medium,0.6061358035703156
733,Flood Fill,https://leetcode.com/problems/flood-fill/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],63.6%,Easy,0.5940217850471116
1122,Relative Sort Array,https://leetcode.com/problems/relative-sort-array/description/,[Array][Hash Table][Sorting][Counting Sort],68.9%,Easy,0.5897688261061103
1095,Find in Mountain Array,https://leetcode.com/problems/find-in-mountain-array/description/,[Array][Binary Search][Interactive],40.6%,Hard,0.5858181603294468
31,Next Permutation,https://leetcode.com/problems/next-permutation/description/,[Array][Two Pointers],39.5%,Medium,0.5841370258145696
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/description/,[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,0.5802678324880917
212,Word Search II,https://leetcode.com/problems/word-search-ii/description/,[Array][String][Backtracking][Trie][Matrix],36.2%,Hard,0.571475437354794
772,Basic Calculator III,https://leetcode.com/problems/basic-calculator-iii/description/,[Math][String][Stack][Recursion],50.2%,Hard,0.5705448584676129
863,All Nodes Distance K in Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],64.3%,Medium,0.5652447268076234
1043,Partition Array for Maximum Sum,https://leetcode.com/problems/partition-array-for-maximum-sum/description/,[Array][Dynamic Programming],76.4%,Medium,0.5643439291313685
1035,Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines/description/,[Array][Dynamic Programming],62.8%,Medium,0.5543107357057295
1218,Longest Arithmetic Subsequence of Given Difference,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/description/,[Array][Hash Table][Dynamic Programming],54.8%,Medium,0.5543107357057295
138,Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer/description/,[Hash Table][Linked List],55.5%,Medium,0.5523478339075513
1003,Check If Word Is Valid After Substitutions,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions/description/,[String][Stack],59.3%,Medium,0.5465437063680699
1361,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes/description/,[Tree][Depth-First Search][Breadth-First Search][Union Find][Graph][Binary Tree],44.0%,Medium,0.5456944494168147
18,4Sum,https://leetcode.com/problems/4sum/description/,[Array][Two Pointers][Sorting],36.1%,Medium,0.5445663045938038
2235,Add Two Integers,https://leetcode.com/problems/add-two-integers/description/,[Math],87.5%,Easy,0.544520359374281
238,Product of Array Except Self,https://leetcode.com/problems/product-of-array-except-self/description/,[Array][Prefix Sum],65.3%,Medium,0.5400568337765765
134,Gas Station,https://leetcode.com/problems/gas-station/description/,[Array][Greedy],45.6%,Medium,0.539732390088142
91,Decode Ways,https://leetcode.com/problems/decode-ways/description/,[String][Dynamic Programming],34.7%,Medium,0.538996500732687
2222,Number of Ways to Select Buildings,https://leetcode.com/problems/number-of-ways-to-select-buildings/description/,[String][Dynamic Programming][Prefix Sum],50.6%,Medium,0.538996500732687
139,Word Break,https://leetcode.com/problems/word-break/description/,[Array][Hash Table][String][Dynamic Programming][Trie][Memoization],46.6%,Medium,0.5353476606629848
515,Find Largest Value in Each Tree Row,https://leetcode.com/problems/find-largest-value-in-each-tree-row/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],65.7%,Medium,0.535302370192545
1529,Minimum Suffix Flips,https://leetcode.com/problems/minimum-suffix-flips/description/,[String][Greedy],73.1%,Medium,0.5245244681241525
169,Majority Element,https://leetcode.com/problems/majority-element/description/,[Array][Hash Table][Divide and Conquer][Sorting][Counting],64.7%,Easy,0.5227711583035607
540,Single Element in a Sorted Array,https://leetcode.com/problems/single-element-in-a-sorted-array/description/,[Array][Binary Search],59.0%,Medium,0.520251809446536
647,Palindromic Substrings,https://leetcode.com/problems/palindromic-substrings/description/,[String][Dynamic Programming],69.9%,Medium,0.5198754592859085
695,Max Area of Island,https://leetcode.com/problems/max-area-of-island/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],71.9%,Medium,0.5198754592859085
779,K-th Symbol in Grammar,https://leetcode.com/problems/k-th-symbol-in-grammar/description/,[Math][Bit Manipulation][Recursion],46.4%,Medium,0.5175824062288705
556,Next Greater Element III,https://leetcode.com/problems/next-greater-element-iii/description/,[Math][Two Pointers][String],33.9%,Medium,0.5168226432383649
799,Champagne Tower,https://leetcode.com/problems/champagne-tower/description/,[Dynamic Programming],58.0%,Medium,0.5108256237659907
1235,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/description/,[Array][Binary Search][Dynamic Programming][Sorting],54.8%,Hard,0.5026288565618121
852,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array/description/,[Array][Binary Search],68.5%,Medium,0.4957391307326105
98,Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree/description/,[Tree][Depth-First Search][Binary Search Tree][Binary Tree],32.8%,Medium,0.4893126144121968
735,Asteroid Collision,https://leetcode.com/problems/asteroid-collision/description/,[Array][Stack][Simulation],44.6%,Medium,0.4884696108187796
446,Arithmetic Slices II - Subsequence,https://leetcode.com/problems/arithmetic-slices-ii-subsequence/description/,[Array][Dynamic Programming],54.6%,Hard,0.4855078157817007
983,Minimum Cost For Tickets,https://leetcode.com/problems/minimum-cost-for-tickets/description/,[Array][Dynamic Programming],65.3%,Medium,0.4828517717235845
545,Boundary of Binary Tree,https://leetcode.com/problems/boundary-of-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],45.2%,Medium,0.4795730802618863
152,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray/description/,[Array][Dynamic Programming],35.0%,Medium,0.4787785121761649
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/description/,[Array][Greedy][Sorting][Heap (Priority Queue)],32.3%,Medium,0.4700036292457356
165,Compare Version Numbers,https://leetcode.com/problems/compare-version-numbers/description/,[Two Pointers][String],36.7%,Medium,0.4675170966757307
739,Daily Temperatures,https://leetcode.com/problems/daily-temperatures/description/,[Array][Stack][Monotonic Stack],65.9%,Medium,0.4670924190382771
32,Longest Valid Parentheses,https://leetcode.com/problems/longest-valid-parentheses/description/,[String][Dynamic Programming][Stack],33.9%,Hard,0.4653070067195897
41,First Missing Positive,https://leetcode.com/problems/first-missing-positive/description/,[Array][Hash Table],37.8%,Hard,0.4646752255812493
54,Spiral Matrix,https://leetcode.com/problems/spiral-matrix/description/,[Array][Matrix][Simulation],48.9%,Medium,0.4639723581071856
314,Binary Tree Vertical Order Traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal/description/,[Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],53.9%,Medium,0.4499168706789982
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary/description/,[Array][String][Depth-First Search][Breadth-First Search][Graph][Topological Sort],35.7%,Hard,0.4440485741473208
974,Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k/description/,[Array][Hash Table][Prefix Sum],54.0%,Medium,0.4374678391943382
70,Climbing Stairs,https://leetcode.com/problems/climbing-stairs/description/,[Math][Dynamic Programming][Memoization],52.8%,Easy,0.4370718891197462
76,Minimum Window Substring,https://leetcode.com/problems/minimum-window-substring/description/,[Hash Table][String][Sliding Window],42.7%,Hard,0.4366255239232267
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/description/,[Array][Two Pointers][Binary Search][Sliding Window][Sorting][Heap (Priority Queue)],47.2%,Medium,0.4340384805522204
880,Decoded String at Index,https://leetcode.com/problems/decoded-string-at-index/description/,[String][Stack],36.4%,Medium,0.4321333551903257
621,Task Scheduler,https://leetcode.com/problems/task-scheduler/description/,[Array][Hash Table][Greedy][Sorting][Heap (Priority Queue)][Counting],58.3%,Medium,0.4302451371066513
33,Search in Rotated Sorted Array,https://leetcode.com/problems/search-in-rotated-sorted-array/description/,[Array][Binary Search],40.5%,Medium,0.4286066366698587
386,Lexicographical Numbers,https://leetcode.com/problems/lexicographical-numbers/description/,[Depth-First Search][Trie],63.5%,Medium,0.4274440148269396
1695,Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value/description/,[Array][Hash Table][Sliding Window],58.0%,Medium,0.4274440148269396
239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum/description/,[Array][Queue][Sliding Window][Heap (Priority Queue)][Monotonic Queue],46.5%,Hard,0.4273493895429932
1109,Corporate Flight Bookings,https://leetcode.com/problems/corporate-flight-bookings/description/,[Array][Prefix Sum],61.4%,Medium,0.4228568508200335
34,Find First and Last Position of Element in Sorted Array,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/description/,[Array][Binary Search],44.0%,Medium,0.4214099866451781
888,Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap/description/,[Array][Hash Table][Binary Search][Sorting],61.5%,Easy,0.4183685129440722
2035,Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/description/,[Array][Two Pointers][Binary Search][Dynamic Programming][Bit Manipulation][Ordered Set][Bitmask],20.0%,Hard,0.4183685129440722
2251,Number of Flowers in Full Bloom,https://leetcode.com/problems/number-of-flowers-in-full-bloom/description/,[Array][Hash Table][Binary Search][Sorting][Prefix Sum][Ordered Set],56.8%,Hard,0.4183685129440722
645,Set Mismatch,https://leetcode.com/problems/set-mismatch/description/,[Array][Hash Table][Bit Manipulation][Sorting],44.6%,Easy,0.4150651818371836
198,House Robber,https://leetcode.com/problems/house-robber/description/,[Array][Dynamic Programming],50.9%,Medium,0.4148468400331404
2482,Difference Between Ones and Zeros in Row and Column,https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column/description/,[Array][Matrix][Simulation],84.7%,Medium,0.4139757977760729
719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/description/,[Array][Two Pointers][Binary Search][Sorting],37.7%,Hard,0.4096756406445079
1642,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach/description/,[Array][Greedy][Heap (Priority Queue)],49.7%,Medium,0.4075593497112791
547,Number of Provinces,https://leetcode.com/problems/number-of-provinces/description/,[Depth-First Search][Breadth-First Search][Union Find][Graph],65.9%,Medium,0.4063931824207182
105,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/description/,[Array][Hash Table][Divide and Conquer][Tree][Binary Tree],63.5%,Medium,0.4024271310880877
1352,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/description/,[Array][Math][Design][Queue][Data Stream],50.8%,Medium,0.4013413909243023
236,Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],61.6%,Medium,0.3998168260827556
