No,Title,Link,Tags,Acceptance,Difficulty,Frequency
1169,Invalid Transactions,https://leetcode.com/problems/invalid-transactions/description/,[Array][Hash Table][String][Sorting],31.2%,Medium,4.006205973377376
1029,Two City Scheduling,https://leetcode.com/problems/two-city-scheduling/description/,[Array][Greedy][Sorting],66.5%,Medium,3.4204807826033967
430,Flatten a Multilevel Doubly Linked List,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/description/,[Linked List][Depth-First Search][Doubly-Linked List],60.0%,Medium,3.270254822523702
1396,Design Underground System,https://leetcode.com/problems/design-underground-system/description/,[Hash Table][String][Design],74.7%,Medium,3.03694333281155
1274,Number of Ships in a Rectangle,https://leetcode.com/problems/number-of-ships-in-a-rectangle/description/,[Array][Divide and Conquer][Interactive],68.7%,Hard,2.9473188368961347
1472,Design Browser History,https://leetcode.com/problems/design-browser-history/description/,[Array][Linked List][Stack][Design][Doubly-Linked List][Data Stream],77.5%,Medium,2.361593646122156
1244,Design A Leaderboard,https://leetcode.com/problems/design-a-leaderboard/description/,[Hash Table][Design][Sorting],67.9%,Medium,2.2803893606022614
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/description/,[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,2.272544549975824
642,Design Search Autocomplete System,https://leetcode.com/problems/design-search-autocomplete-system/description/,[String][Design][Trie][Data Stream],48.9%,Hard,2.2377364462531206
394,Decode String,https://leetcode.com/problems/decode-string/description/,[String][Stack][Recursion],59.0%,Medium,1.6520112554791415
1756,Design Most Recently Used Queue,https://leetcode.com/problems/design-most-recently-used-queue/description/,[Array][Hash Table][Stack][Design][Binary Indexed Tree][Ordered Set],76.2%,Medium,1.6094379124341005
629,K Inverse Pairs Array,https://leetcode.com/problems/k-inverse-pairs-array/description/,[Dynamic Programming],50.1%,Hard,1.5425436776040702
1614,Maximum Nesting Depth of the Parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses/description/,[String][Stack],81.5%,Easy,1.403196171922494
797,All Paths From Source to Target,https://leetcode.com/problems/all-paths-from-source-to-target/description/,[Backtracking][Depth-First Search][Breadth-First Search][Graph],82.4%,Medium,1.3565778887914135
823,Binary Trees With Factors,https://leetcode.com/problems/binary-trees-with-factors/description/,[Array][Hash Table][Dynamic Programming][Sorting],52.9%,Medium,1.33828514193353
1583,Count Unhappy Friends,https://leetcode.com/problems/count-unhappy-friends/description/,[Array][Simulation],61.4%,Medium,1.2992829841302609
611,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number/description/,[Array][Two Pointers][Binary Search][Greedy][Sorting],51.0%,Medium,1.1984017592764806
1209,Remove All Adjacent Duplicates in String II,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/description/,[String][Stack],57.4%,Medium,1.087845024483494
387,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string/description/,[Hash Table][String][Queue][Counting],62.0%,Easy,1.0586069540544103
1347,Minimum Number of Steps to Make Two Strings Anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/description/,[Hash Table][String][Counting],82.0%,Medium,1.0459685551826876
390,Elimination Game,https://leetcode.com/problems/elimination-game/description/,[Math][Recursion],45.8%,Medium,0.9555114450274363
1656,Design an Ordered Stream,https://leetcode.com/problems/design-an-ordered-stream/description/,[Array][Hash Table][Design][Data Stream],84.3%,Easy,0.8266785731844679
400,Nth Digit,https://leetcode.com/problems/nth-digit/description/,[Math][Binary Search],34.7%,Medium,0.7741883905630712
1422,Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string/description/,[String][Prefix Sum],62.2%,Easy,0.734450986701181
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii/description/,[Array][Two Pointers][Greedy][Sorting][Heap (Priority Queue)][Prefix Sum],51.1%,Medium,0.6884924010149629
2708,Maximum Strength of a Group,https://leetcode.com/problems/maximum-strength-of-a-group/description/,[Array][Backtracking][Greedy][Sorting],23.7%,Medium,0.680877087968131
56,Merge Intervals,https://leetcode.com/problems/merge-intervals/description/,[Array][Sorting],47.1%,Medium,0.6691300154792119
311,Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication/description/,[Array][Hash Table][Matrix],68.0%,Medium,0.6690496289808848
155,Min Stack,https://leetcode.com/problems/min-stack/description/,[Stack][Design],53.8%,Medium,0.6632942174102642
200,Number of Islands,https://leetcode.com/problems/number-of-islands/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],58.5%,Medium,0.660454818874403
127,Word Ladder,https://leetcode.com/problems/word-ladder/description/,[Hash Table][String][Breadth-First Search],38.8%,Hard,0.6155609440298986
79,Word Search,https://leetcode.com/problems/word-search/description/,[Array][String][Backtracking][Matrix],41.4%,Medium,0.6101081612209409
2423,Remove Letter To Equalize Frequency,https://leetcode.com/problems/remove-letter-to-equalize-frequency/description/,[Hash Table][String][Counting],17.2%,Easy,0.6014387540704463
3,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters/description/,[Hash Table][String][Sliding Window],34.5%,Medium,0.5543107357057295
140,Word Break II,https://leetcode.com/problems/word-break-ii/description/,[Array][Hash Table][String][Dynamic Programming][Backtracking][Trie][Memoization],47.5%,Hard,0.5438018920076255
