Tag,Acceptance rate
String,[0.39740589]
Dynamic Programming,[0.39740589]
Linked List,[0.42803717]
Two Pointers,[0.42803717]
Sorting,[0.4281395]
Hash Table,[0.45856612]
Array,[0.45866845]
