Tag,Acceptance rate
String,[0.35560157]
Hash Table,[0.35787893]
Backtracking,[0.35818049]
Dynamic Programming,[0.38378326]
Linked List,[0.38606062]
Design,[0.38606062]
Doubly-Linked List,[0.38606062]
Bit Manipulation,[0.38636218]
Depth-First Search,[0.40710866]
Breadth-First Search,[0.40710866]
Union Find,[0.40710866]
Array,[0.40968758]
Matrix,[0.40968758]
