Tag,Acceptance rate
String,[0.51743443]
Recursion,[0.51743443]
Math,[0.54086302]
Two Pointers,[0.5785641]
String Matching,[0.5785641]
Prefix Sum,[0.5785641]
Linked List,[0.58039219]
Divide and Conquer,[0.58039219]
Heap (Priority Queue),[0.58039219]
Merge Sort,[0.58039219]
Hash Table,[0.60199269]
Binary Search,[0.60199269]
Bit Manipulation,[0.60199269]
Sorting,[0.60199269]
Matrix,[0.61443709]
Simulation,[0.61443709]
Array,[0.63786568]
