No,Title,Tags,Acceptance,Difficulty,Frequency
446,Arithmetic Slices II - Subsequence,[Array][Dynamic Programming],54.6%,Hard,0.2756163764688535
363,Max Sum of Rectangle No Larger Than K,[Array][Binary Search][Matrix][Prefix Sum][Ordered Set],44.1%,Hard,0.2300406714331951
126,Word Ladder II,[Hash Table][String][Backtracking][Breadth-First Search],27.3%,Hard,0.17511864449989661
907,Sum of Subarray Minimums,[Array][Dynamic Programming][Stack][Monotonic Stack],37.4%,Medium,0.12555653398976382
279,Perfect Squares,[Math][Dynamic Programming][Breadth-First Search],54.7%,Medium,0.11216225709564905
542,01 Matrix,[Array][Dynamic Programming][Breadth-First Search][Matrix],48.2%,Medium,0.05724023016235056
54,Spiral Matrix,[Array][Matrix][Simulation],48.9%,Medium,0.02686528259397159
