No,Title,Link,Tags,Acceptance,Difficulty,Frequency
356,Line Reflection,https://leetcode.com/problems/line-reflection/description/,[Array][Hash Table][Math],35.4%,Medium,3.0859569517852066
849,Maximize Distance to Closest Person,https://leetcode.com/problems/maximize-distance-to-closest-person/description/,[Array],48.0%,Medium,2.68071364693846
2241,Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine/description/,[Array][Greedy][Design],40.5%,Medium,2.662587827025453
228,Summary Ranges,https://leetcode.com/problems/summary-ranges/description/,[Array],50.3%,Easy,2.5114904065396626
1493,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/description/,[Array][Dynamic Programming][Sliding Window],67.1%,Medium,2.399775679520185
2636,Promise Pool,https://leetcode.com/problems/promise-pool/description/,nan,80.3%,Medium,2.1400661634962708
340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/description/,[Hash Table][String][Sliding Window],48.5%,Medium,1.9529400549835716
443,String Compression,https://leetcode.com/problems/string-compression/description/,[Two Pointers][String],54.0%,Medium,1.8689232218051424
161,One Edit Distance,https://leetcode.com/problems/one-edit-distance/description/,[Two Pointers][String],34.3%,Medium,1.6945957207744071
658,Find K Closest Elements,https://leetcode.com/problems/find-k-closest-elements/description/,[Array][Two Pointers][Binary Search][Sliding Window][Sorting][Heap (Priority Queue)],47.2%,Medium,1.28935241592766
986,Interval List Intersections,https://leetcode.com/problems/interval-list-intersections/description/,[Array][Two Pointers],71.5%,Medium,1.165303663166782
487,Max Consecutive Ones II,https://leetcode.com/problems/max-consecutive-ones-ii/description/,[Array][Dynamic Programming][Sliding Window],50.3%,Medium,0.851553185957342
380,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1/description/,[Array][Hash Table][Math][Design][Randomized],54.4%,Medium,0.8329789090407187
567,Permutation in String,https://leetcode.com/problems/permutation-in-string/description/,[Hash Table][Two Pointers][String][Sliding Window],44.3%,Medium,0.7932882876339357
205,Isomorphic Strings,https://leetcode.com/problems/isomorphic-strings/description/,[Hash Table][String],43.7%,Easy,0.7885864842588262
2657,Find the Prefix Common Array of Two Arrays,https://leetcode.com/problems/find-the-prefix-common-array-of-two-arrays/description/,[Array][Hash Table][Bit Manipulation],80.5%,Medium,0.7537718023763802
362,Design Hit Counter,https://leetcode.com/problems/design-hit-counter/description/,[Array][Binary Search][Design][Queue][Data Stream],68.6%,Medium,0.7102416139192455
560,Subarray Sum Equals K,https://leetcode.com/problems/subarray-sum-equals-k/description/,[Array][Hash Table][Prefix Sum],43.4%,Medium,0.626878056163795
150,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation/description/,[Array][Math][Stack],51.0%,Medium,0.5537276453102001
2625,Flatten Deeply Nested Array,https://leetcode.com/problems/flatten-deeply-nested-array/description/,nan,63.7%,Medium,0.4675170966757307
1436,Destination City,https://leetcode.com/problems/destination-city/description/,[Array][Hash Table][String],79.7%,Easy,0.4130123137435473
652,Find Duplicate Subtrees,https://leetcode.com/problems/find-duplicate-subtrees/description/,[Hash Table][Tree][Depth-First Search][Binary Tree],59.3%,Medium,0.3782789678040075
49,Group Anagrams,https://leetcode.com/problems/group-anagrams/description/,[Array][Hash Table][String][Sorting],68.2%,Medium,0.3131906492925993
155,Min Stack,https://leetcode.com/problems/min-stack/description/,[Stack][Design],53.8%,Medium,0.2113090936672069
200,Number of Islands,https://leetcode.com/problems/number-of-islands/description/,[Array][Depth-First Search][Breadth-First Search][Union Find][Matrix],58.5%,Medium,0.1830653277467992
42,Trapping Rain Water,https://leetcode.com/problems/trapping-rain-water/description/,[Array][Two Pointers][Dynamic Programming][Stack][Monotonic Stack],60.8%,Hard,0.1268160884335081
125,Valid Palindrome,https://leetcode.com/problems/valid-palindrome/description/,[Two Pointers][String],47.0%,Easy,0.1262611392213311
680,Valid Palindrome II,https://leetcode.com/problems/valid-palindrome-ii/description/,[Two Pointers][String][Greedy],40.4%,Easy,0.1209526104176624
23,Merge k Sorted Lists,https://leetcode.com/problems/merge-k-sorted-lists/description/,[Linked List][Divide and Conquer][Heap (Priority Queue)][Merge Sort],52.2%,Hard,0.1021947837174852
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary/description/,[Depth-First Search][Graph][Eulerian Circuit],43.3%,Hard,0.0993371898656319
1004,Max Consecutive Ones III,https://leetcode.com/problems/max-consecutive-ones-iii/description/,[Array][Binary Search][Sliding Window][Prefix Sum],62.7%,Medium,0.090788115043449
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii/description/,[Array][Two Pointers][Greedy][Sorting][Heap (Priority Queue)][Prefix Sum],51.1%,Medium,0.0897462878562754
3,Longest Substring Without Repeating Characters,https://leetcode.com/problems/longest-substring-without-repeating-characters/description/,[Hash Table][String][Sliding Window],34.5%,Medium,0.0868570440932666
