No,Title,Tags,Acceptance,Difficulty,Frequency
146,LRU Cache,[Hash Table][Linked List][Design][Doubly-Linked List],42.2%,Medium,0.17478364423001969
981,Time Based Key-Value Store,[Hash Table][String][Binary Search][Design],49.6%,Medium,0.08739182211500984
