No,Title,Tags,Acceptance,Difficulty,Frequency
353,Design Snake Game,[Array][Hash Table][Design][Queue][Simulation],38.7%,Medium,0.09972596678935403
295,Find Median from Data Stream,[Two Pointers][Design][Sorting][Heap (Priority Queue)][Data Stream],51.8%,Hard,0.05480823649499502
56,Merge Intervals,[Array][Sorting],47.1%,Medium,0.044917730294359005
